timebar_1m,symbol,open_price,high_price,low_price,close_price,volume
2020-05-03T00:00:00Z,btcusd,8918.990000,8921.270000,8904.980000,8910.030000,500130.386770
2020-05-03T00:01:00Z,btcusd,8911.360000,8916.840000,8904.820000,8915.020000,211657.058333
2020-05-03T00:02:00Z,btcusd,8913.940000,8933.100000,8913.150000,8933.100000,294614.625971
2020-05-03T00:03:00Z,btcusd,8931.620000,8937.800000,8929.600000,8932,299287.704179
2020-05-03T00:04:00Z,btcusd,8931.300000,8936.210000,8931.290000,8933.990000,207579.907693
2020-05-03T00:05:00Z,btcusd,8934.080000,8938,8932.050000,8937.860000,136415.265858
2020-05-03T00:06:00Z,btcusd,8937.760000,8942.990000,8933.930000,8934.660000,880203.171365
2020-05-03T00:07:00Z,btcusd,8935.460000,8936.090000,8928.080000,8931,87665.948267
2020-05-03T00:08:00Z,btcusd,8930.830000,8935,8927.760000,8934.570000,249920.789897
2020-05-03T00:09:00Z,btcusd,8934.900000,8938.080000,8932.860000,8938.080000,182273.246284
2020-05-03T00:10:00Z,btcusd,8939.050000,8942.680000,8937.950000,8942.600000,322870.892590
2020-05-03T00:11:00Z,btcusd,8941.490000,8942.970000,8940.010000,8941.670000,237337.590842
2020-05-03T00:12:00Z,btcusd,8941.800000,8964,8941.800000,8959.100000,2693899.185438
2020-05-03T00:13:00Z,btcusd,8958.290000,8963.980000,8950.450000,8953.750000,468435.530527
2020-05-03T00:14:00Z,btcusd,8953.890000,8960,8950,8959.530000,236938.371656
2020-05-03T00:15:00Z,btcusd,8959.530000,8965,8950,8951.270000,902158.586147
2020-05-03T00:16:00Z,btcusd,8951.260000,8954.180000,8938.990000,8939.440000,4246154.985763
2020-05-03T00:17:00Z,btcusd,8939.410000,8951.280000,8939.140000,8940.350000,392234.830457
2020-05-03T00:18:00Z,btcusd,8940.370000,8944.240000,8939.740000,8940.920000,217129.368207
2020-05-03T00:19:00Z,btcusd,8941.160000,8954.850000,8941.020000,8948.610000,214905.869181
2020-05-03T00:20:00Z,btcusd,8948.230000,8953.330000,8944.670000,8945.510000,184778.340803
2020-05-03T00:21:00Z,btcusd,8945.510000,8953.240000,8945.420000,8948.600000,62303.061021
2020-05-03T00:22:00Z,btcusd,8949.840000,8957,8948,8950.290000,290579.414889
2020-05-03T00:23:00Z,btcusd,8950,8957.940000,8950,8957.910000,270755.508280
2020-05-03T00:24:00Z,btcusd,8957.930000,8958,8942.510000,8945.680000,277138.020906
2020-05-03T00:25:00Z,btcusd,8945.300000,8945.300000,8926.610000,8933.920000,455961.579389
2020-05-03T00:26:00Z,btcusd,8933.990000,8939.190000,8925.270000,8925.660000,303481.886389
2020-05-03T00:27:00Z,btcusd,8927.820000,8932.510000,8924,8928.220000,289797.873603
2020-05-03T00:28:00Z,btcusd,8926.850000,8928.910000,8913.280000,8924.500000,838919.261170
2020-05-03T00:29:00Z,btcusd,8924.470000,8932.810000,8910.470000,8910.470000,568742.373803
2020-05-03T00:30:00Z,btcusd,8910.470000,8924.940000,8909.990000,8913.080000,621930.905665
2020-05-03T00:31:00Z,btcusd,8913.080000,8918.060000,8900.440000,8917.980000,694770.592092
2020-05-03T00:32:00Z,btcusd,8918.510000,8922.820000,8912.270000,8913.180000,227753.497081
