timebar_1m,symbol,open_price,high_price,low_price,close_price,volume
2018-02-01T00:00:00Z,btcusd,9978.940000,9980,9967.270000,9967.490000,76064.137537
2018-02-01T00:01:00Z,btcusd,9967.540000,9977.200000,9952.470000,9964.120000,45675.507401
2018-02-01T00:02:00Z,btcusd,9963.990000,9970,9952.420000,9966.850000,132240.302489
2018-02-01T00:03:00Z,btcusd,9964.500000,9990,9964.500000,9985.430000,106901.818514
2018-02-01T00:04:00Z,btcusd,9982.730000,10060.590000,9982.730000,10060.590000,132037.866223
2018-02-01T00:05:00Z,btcusd,10043.180000,10058.570000,9999,10023.140000,130817.176675
2018-02-01T00:06:00Z,btcusd,9999.250000,10014.580000,9999.250000,10002.360000,84017.086053
2018-02-01T00:07:00Z,btcusd,10000.180000,10000.180000,9967.110000,9988.450000,56296.468688
2018-02-01T00:08:00Z,btcusd,9981.560000,10000,9970,9996.930000,130069.920957
2018-02-01T00:09:00Z,btcusd,9996.930000,10024.930000,9989.300000,10023.860000,107715.422052
2018-02-01T00:10:00Z,btcusd,10023.820000,10031.580000,10009.110000,10020.060000,36517.335669
2018-02-01T00:11:00Z,btcusd,10020.060000,10029.990000,10013.700000,10020.050000,31149.341048
2018-02-01T00:12:00Z,btcusd,10025.340000,10025.340000,10010.560000,10010.720000,125476.856506
2018-02-01T00:13:00Z,btcusd,10010.660000,10010.660000,9976.400000,9999.750000,90088.323243
2018-02-01T00:14:00Z,btcusd,9995.380000,10025.260000,9995.380000,10019.110000,152495.800919
2018-02-01T00:15:00Z,btcusd,10022.290000,10022.290000,10000,10000.700000,43942.865105
2018-02-01T00:16:00Z,btcusd,10000.650000,10006.150000,9966.850000,9983.700000,136251.441097
2018-02-01T00:17:00Z,btcusd,9975.110000,9983.630000,9955.050000,9979.960000,143264.445821
2018-02-01T00:18:00Z,btcusd,9974.930000,9979.910000,9960.860000,9969.940000,72168.564838
2018-02-01T00:19:00Z,btcusd,9960.860000,9988.060000,9960.200000,9988.010000,151822.387095
2018-02-01T00:20:00Z,btcusd,9976.360000,9992.040000,9976.360000,9992.040000,72416.258039
2018-02-01T00:21:00Z,btcusd,9992.040000,9995.470000,9977,9977,58269.497761
2018-02-01T00:22:00Z,btcusd,9988.710000,9999,9978.920000,9994,78598.987104
2018-02-01T00:23:00Z,btcusd,9994.050000,10015.090000,9994.050000,10013.110000,55817.963984
