timebar_1m,symbol,open_price,high_price,low_price,close_price,volume
2019-05-26T00:00:00Z,btcusd,8023.640000,8026.810000,8018.860000,8019.130000,65211.711897
2019-05-26T00:01:00Z,btcusd,8019.130000,8024.990000,8019.130000,8022.150000,58608.124037
2019-05-26T00:02:00Z,btcusd,8023.110000,8023.110000,8018.970000,8020.770000,40961.747884
2019-05-26T00:03:00Z,btcusd,8020.780000,8032.340000,8020.530000,8030.790000,74003.672275
2019-05-26T00:04:00Z,btcusd,8030.690000,8033.330000,8028.060000,8033.330000,33301.715029
2019-05-26T00:05:00Z,btcusd,8033.330000,8040,8033.120000,8039.900000,58663.917074
2019-05-26T00:06:00Z,btcusd,8039.900000,8040,8037.840000,8039.960000,108823.436196
2019-05-26T00:07:00Z,btcusd,8039.960000,8050,8038.970000,8048.140000,362019.882972
2019-05-26T00:08:00Z,btcusd,8048.500000,8048.500000,8036.800000,8037.860000,136775.379899
2019-05-26T00:09:00Z,btcusd,8036.370000,8041.580000,8030.010000,8035.100000,57010.448815
2019-05-26T00:10:00Z,btcusd,8034.020000,8041.470000,8032.960000,8040.450000,42091.815155
2019-05-26T00:11:00Z,btcusd,8040.450000,8041.400000,8027.270000,8028.980000,65151.636445
2019-05-26T00:12:00Z,btcusd,8027.260000,8031.900000,8026.870000,8030.930000,79658.512965
2019-05-26T00:13:00Z,btcusd,8030.930000,8030.930000,8020.550000,8023.560000,55218.533260
2019-05-26T00:14:00Z,btcusd,8023.170000,8023.480000,8020.220000,8020.240000,19841.161805
2019-05-26T00:15:00Z,btcusd,8020.240000,8021.850000,8015.970000,8017.870000,52151.269968
2019-05-26T00:16:00Z,btcusd,8017.870000,8017.870000,8013.570000,8014.010000,31595.205909
2019-05-26T00:17:00Z,btcusd,8014,8020.400000,8005.680000,8020.400000,84090.568177
2019-05-26T00:18:00Z,btcusd,8020.520000,8021.300000,8011.690000,8013.990000,44808.881483
2019-05-26T00:19:00Z,btcusd,8013.990000,8015.010000,8010.610000,8012.600000,70822.336481
2019-05-26T00:20:00Z,btcusd,8012.600000,8013.810000,8012.600000,8013.220000,19896.422562
2019-05-26T00:21:00Z,btcusd,8013.220000,8013.700000,8011.300000,8011.830000,59299.794310
2019-05-26T00:22:00Z,btcusd,8012.520000,8016.880000,8011.470000,8013.260000,60489.746826
2019-05-26T00:23:00Z,btcusd,8013.260000,8018.900000,8011.300000,8018.630000,58278.211059
2019-05-26T00:24:00Z,btcusd,8018.630000,8018.900000,8015.920000,8018.590000,24844.999701
2019-05-26T00:25:00Z,btcusd,8018.590000,8019.500000,8012.660000,8018.130000,58780.426527
