timebar_1m,symbol,open_price,high_price,low_price,close_price,volume
2018-07-13T00:00:00Z,btcusd,6176.530000,6177.530000,6176.440000,6177.410000,97517.306470
2018-07-13T00:01:00Z,btcusd,6177.410000,6177.510000,6176.580000,6177.170000,63324.328012
2018-07-13T00:02:00Z,btcusd,6177.200000,6177.520000,6176.440000,6177.050000,39878.824466
2018-07-13T00:03:00Z,btcusd,6177.060000,6177.500000,6177.050000,6177.140000,41270.016258
2018-07-13T00:04:00Z,btcusd,6177.140000,6177.740000,6177.140000,6177.530000,94636.299035
2018-07-13T00:05:00Z,btcusd,6177.530000,6178,6177.410000,6177.990000,49677.058983
2018-07-13T00:06:00Z,btcusd,6177.990000,6178.620000,6169.910000,6173.950000,332244.936227
2018-07-13T00:07:00Z,btcusd,6175.610000,6176.600000,6162.880000,6165,525728.022870
2018-07-13T00:08:00Z,btcusd,6165,6165,6164.890000,6164.990000,63162.724620
2018-07-13T00:09:00Z,btcusd,6165,6165.600000,6159.990000,6165.590000,171613.035278
2018-07-13T00:10:00Z,btcusd,6165.600000,6166.200000,6164.980000,6166.100000,47255.407015
2018-07-13T00:11:00Z,btcusd,6166.110000,6166.110000,6160,6163.530000,102981.580681
2018-07-13T00:12:00Z,btcusd,6163.470000,6163.470000,6159.960000,6160.660000,116715.145414
2018-07-13T00:13:00Z,btcusd,6161.160000,6162.870000,6153,6162.870000,102210.806809
2018-07-13T00:14:00Z,btcusd,6162.860000,6162.860000,6154.110000,6158.050000,47780.478873
2018-07-13T00:15:00Z,btcusd,6157.500000,6158.110000,6155,6155,68648.268587
2018-07-13T00:16:00Z,btcusd,6155,6155,6154.510000,6154.920000,16594.582791
2018-07-13T00:17:00Z,btcusd,6154.970000,6155,6154.900000,6155,66162.673924
2018-07-13T00:18:00Z,btcusd,6155,6155,6154.250000,6154.250000,26902.162810
2018-07-13T00:19:00Z,btcusd,6154.130000,6154.320000,6151.110000,6152.610000,46699.811738
2018-07-13T00:20:00Z,btcusd,6152.610000,6158.090000,6151.860000,6157.580000,51986.574431
2018-07-13T00:21:00Z,btcusd,6157.770000,6159.440000,6157.770000,6159.440000,26236.209813
2018-07-13T00:22:00Z,btcusd,6159.440000,6165.630000,6159.050000,6165.310000,23973.031478
2018-07-13T00:23:00Z,btcusd,6164.960000,6165.620000,6164.950000,6164.960000,23747.829072
2018-07-13T00:24:00Z,btcusd,6165,6165.560000,6159.700000,6160.270000,66302.922425
2018-07-13T00:25:00Z,btcusd,6160.260000,6164.310000,6160,6162.810000,32051.849535
2018-07-13T00:26:00Z,btcusd,6162.370000,6162.810000,6161.780000,6162.700000,20909.722612
