timebar_1m,symbol,open_price,high_price,low_price,close_price,volume
2019-01-05T00:00:00Z,btcusd,3715.750000,3715.750000,3703.480000,3705.460000,342563.281901
2019-01-05T00:01:00Z,btcusd,3704.640000,3712.430000,3703.970000,3710.920000,136368.783966
2019-01-05T00:02:00Z,btcusd,3710.860000,3712.710000,3708.490000,3712.350000,132674.500437
2019-01-05T00:03:00Z,btcusd,3712.330000,3717.660000,3711.010000,3713.980000,91444.075071
2019-01-05T00:04:00Z,btcusd,3714.020000,3717.250000,3714.020000,3715.820000,61816.129934
2019-01-05T00:05:00Z,btcusd,3715.760000,3718,3715.710000,3718,101443.039028
2019-01-05T00:06:00Z,btcusd,3718.450000,3720.050000,3716.820000,3717.070000,89533.932426
2019-01-05T00:07:00Z,btcusd,3717.140000,3718.900000,3716.130000,3717.420000,50041.121783
2019-01-05T00:08:00Z,btcusd,3718.450000,3724.130000,3717.940000,3721.750000,131484.598995
2019-01-05T00:09:00Z,btcusd,3721.460000,3722.880000,3720.180000,3720.300000,98100.829139
2019-01-05T00:10:00Z,btcusd,3720.020000,3722.010000,3720.010000,3720.810000,84001.692885
2019-01-05T00:11:00Z,btcusd,3720.810000,3721.820000,3717.060000,3720.050000,136400.417072
2019-01-05T00:12:00Z,btcusd,3720.400000,3721.230000,3719.480000,3719.860000,47719.112695
2019-01-05T00:13:00Z,btcusd,3719.830000,3722.950000,3719.050000,3721.430000,126490.473747
2019-01-05T00:14:00Z,btcusd,3722.670000,3723.060000,3721.450000,3722.500000,33019.361447
2019-01-05T00:15:00Z,btcusd,3722.290000,3724.880000,3721.880000,3724.820000,128302.517306
2019-01-05T00:16:00Z,btcusd,3724.810000,3725,3723.770000,3724.980000,124743.555903
2019-01-05T00:17:00Z,btcusd,3724.600000,3725.560000,3722.770000,3723.760000,57015.737173
2019-01-05T00:18:00Z,btcusd,3723.760000,3723.760000,3721.270000,3721.500000,120685.886204
2019-01-05T00:19:00Z,btcusd,3721.520000,3721.640000,3720.860000,3720.860000,37072.206472
2019-01-05T00:20:00Z,btcusd,3720.860000,3722.610000,3719.920000,3721.920000,54769.846597
2019-01-05T00:21:00Z,btcusd,3722.110000,3722.610000,3722.020000,3722.160000,53316.428389
2019-01-05T00:22:00Z,btcusd,3722.160000,3722.600000,3721.270000,3722.400000,37057.624282
2019-01-05T00:23:00Z,btcusd,3722.280000,3722.280000,3717.540000,3717.540000,35366.198811
2019-01-05T00:24:00Z,btcusd,3717.400000,3717.490000,3713.630000,3715.420000,142216.910235
2019-01-05T00:25:00Z,btcusd,3715.410000,3718.650000,3713.200000,3718.270000,109583.971750
2019-01-05T00:26:00Z,btcusd,3718.140000,3718.490000,3716.300000,3717.820000,95228.315391
2019-01-05T00:27:00Z,btcusd,3717.230000,3718.370000,3716.020000,3717.700000,42301.644402
2019-01-05T00:28:00Z,btcusd,3717.600000,3719.330000,3716.610000,3717.880000,46871.638699
2019-01-05T00:29:00Z,btcusd,3718.600000,3718.620000,3716.760000,3717.610000,41259.052318
2019-01-05T00:30:00Z,btcusd,3717.220000,3717.830000,3715.570000,3716.060000,141887.872998
2019-01-05T00:31:00Z,btcusd,3716.330000,3720.070000,3716.170000,3719.750000,136009.705093
2019-01-05T00:32:00Z,btcusd,3719.740000,3722.600000,3719.690000,3720.510000,30456.648845
2019-01-05T00:33:00Z,btcusd,3720.530000,3722.450000,3719.840000,3721.960000,59206.199773
2019-01-05T00:34:00Z,btcusd,3721.960000,3722.170000,3720,3721.940000,84145.969309
2019-01-05T00:35:00Z,btcusd,3721.940000,3721.970000,3719.840000,3720.590000,68708.300587
2019-01-05T00:36:00Z,btcusd,3720.840000,3720.840000,3719.770000,3720,80141.875963
2019-01-05T00:37:00Z,btcusd,3719.990000,3720,3719.720000,3719.870000,68006.409943
2019-01-05T00:38:00Z,btcusd,3719.870000,3720,3718.080000,3718.960000,63376.607445
2019-01-05T00:39:00Z,btcusd,3718.640000,3720,3718.640000,3719.190000,56331.505484
2019-01-05T00:40:00Z,btcusd,3719.160000,3720,3718.840000,3719.990000,65949.394997
2019-01-05T00:41:00Z,btcusd,3719.530000,3721.540000,3719.390000,3721.530000,147901.397021
2019-01-05T00:42:00Z,btcusd,3721.530000,3721.540000,3719.460000,3721.390000,49027.009419
2019-01-05T00:43:00Z,btcusd,3721.250000,3721.930000,3720.050000,3720.570000,59735.436683
2019-01-05T00:44:00Z,btcusd,3720.570000,3720.810000,3719.120000,3719.790000,71814.147063
2019-01-05T00:45:00Z,btcusd,3719.840000,3719.890000,3719.040000,3719.890000,55638.238898
2019-01-05T00:46:00Z,btcusd,3719.890000,3722,3719.840000,3721.980000,43732.066893
2019-01-05T00:47:00Z,btcusd,3721.980000,3722,3721.700000,3721.730000,18471.609027
2019-01-05T00:48:00Z,btcusd,3721.730000,3721.740000,3720.040000,3720.330000,65296.742566
2019-01-05T00:49:00Z,btcusd,3720.330000,3721.490000,3720.330000,3720.820000,100285.358896
2019-01-05T00:50:00Z,btcusd,3720.890000,3721.740000,3720.470000,3721.070000,89058.403156
2019-01-05T00:51:00Z,btcusd,3721.320000,3721.740000,3721.200000,3721.640000,42587.527321
2019-01-05T00:52:00Z,btcusd,3721.730000,3722,3721.200000,3721.860000,65189.554362
2019-01-05T00:53:00Z,btcusd,3721.840000,3722,3721.210000,3722,58536.711146
2019-01-05T00:54:00Z,btcusd,3722,3722.590000,3721.990000,3722.440000,104501.063455
2019-01-05T00:55:00Z,btcusd,3722.440000,3722.620000,3721.320000,3722.050000,142542.303776
2019-01-05T00:56:00Z,btcusd,3722.060000,3723.390000,3721.520000,3722.930000,118242.112914
2019-01-05T00:57:00Z,btcusd,3722.920000,3724.210000,3722.150000,3722.650000,154127.342147
2019-01-05T00:58:00Z,btcusd,3722.660000,3724.470000,3722.350000,3723.490000,67863.553380
2019-01-05T00:59:00Z,btcusd,3723.070000,3724.210000,3722.930000,3722.980000,52567.129603
2019-01-05T01:00:00Z,btcusd,3722.980000,3722.980000,3718.140000,3719.880000,121129.937498
2019-01-05T01:01:00Z,btcusd,3718.730000,3718.730000,3716.030000,3716.030000,81284.774320
2019-01-05T01:02:00Z,btcusd,3715.760000,3720.650000,3715.760000,3720.650000,97343.439585
2019-01-05T01:03:00Z,btcusd,3719.640000,3720.640000,3715.900000,3717,45680.120185
2019-01-05T01:04:00Z,btcusd,3717.360000,3717.370000,3716.620000,3717.220000,84946.381891
2019-01-05T01:05:00Z,btcusd,3717.290000,3719.940000,3717.220000,3719.650000,136073.592923
2019-01-05T01:06:00Z,btcusd,3719.990000,3723,3719.180000,3722.440000,206441.358407
2019-01-05T01:07:00Z,btcusd,3722.900000,3725,3722.670000,3725,83107.333108
2019-01-05T01:08:00Z,btcusd,3724.880000,3724.980000,3721.510000,3722.920000,85101.287996
2019-01-05T01:09:00Z,btcusd,3722.930000,3724.230000,3721.210000,3721.210000,145342.634791
2019-01-05T01:10:00Z,btcusd,3721.100000,3723.600000,3720.300000,3722.010000,134876.161725
2019-01-05T01:11:00Z,btcusd,3722.800000,3722.800000,3721.070000,3722.800000,35781.859230
2019-01-05T01:12:00Z,btcusd,3722.800000,3725.590000,3722.780000,3725.170000,89834.465525
2019-01-05T01:13:00Z,btcusd,3725.060000,3725.780000,3723.530000,3725.780000,77376.410430
2019-01-05T01:14:00Z,btcusd,3725.780000,3733.950000,3725.780000,3732.880000,104713.548826
2019-01-05T01:15:00Z,btcusd,3733.630000,3735.570000,3731.620000,3734.330000,112279.581935
2019-01-05T01:16:00Z,btcusd,3734.770000,3734.770000,3728.950000,3730.820000,74466.367892
2019-01-05T01:17:00Z,btcusd,3731.060000,3732.950000,3730.440000,3732.420000,114160.281975
2019-01-05T01:18:00Z,btcusd,3732.670000,3733.950000,3731.820000,3733.310000,68712.027978
2019-01-05T01:19:00Z,btcusd,3733.330000,3734.950000,3732.670000,3733.710000,12718.608679
2019-01-05T01:20:00Z,btcusd,3733.550000,3733.710000,3732.670000,3733.220000,44663.203096
2019-01-05T01:21:00Z,btcusd,3733.250000,3734.280000,3731.670000,3732.680000,56393.496919
2019-01-05T01:22:00Z,btcusd,3732.410000,3737.060000,3729.980000,3736.300000,75724.716778
2019-01-05T01:23:00Z,btcusd,3736.980000,3739.950000,3736.450000,3736.930000,137968.697155
2019-01-05T01:24:00Z,btcusd,3736.870000,3737.910000,3736.870000,3737.250000,100716.215580
2019-01-05T01:25:00Z,btcusd,3737.680000,3737.800000,3735.120000,3736.510000,46559.562574
2019-01-05T01:26:00Z,btcusd,3736.510000,3737.330000,3735.460000,3735.460000,72543.748054
2019-01-05T01:27:00Z,btcusd,3736.210000,3737.550000,3735.050000,3735.240000,76985.800669
2019-01-05T01:28:00Z,btcusd,3735.120000,3736.920000,3733.970000,3736.250000,49117.156422
2019-01-05T01:29:00Z,btcusd,3736.290000,3737.310000,3735.350000,3735.490000,98485.179410
2019-01-05T01:30:00Z,btcusd,3735.840000,3735.840000,3732.330000,3733.030000,59783.623845
2019-01-05T01:31:00Z,btcusd,3732.750000,3733.100000,3731.370000,3731.390000,58819.774648
2019-01-05T01:32:00Z,btcusd,3731.050000,3731.730000,3729.970000,3730.330000,77016.571661
2019-01-05T01:33:00Z,btcusd,3730.340000,3730.820000,3729.140000,3730.500000,115282.174046
2019-01-05T01:34:00Z,btcusd,3730.500000,3735.950000,3730.260000,3735.950000,166947.766145
2019-01-05T01:35:00Z,btcusd,3735.550000,3736.860000,3734.640000,3734.680000,71792.817668
2019-01-05T01:36:00Z,btcusd,3734.540000,3735.540000,3733.680000,3734.460000,86443.711706
2019-01-05T01:37:00Z,btcusd,3734.510000,3735.970000,3733.500000,3734.560000,85668.431761
2019-01-05T01:38:00Z,btcusd,3734.120000,3735.690000,3733.690000,3735.210000,99635.275041
2019-01-05T01:39:00Z,btcusd,3735.210000,3735.680000,3734.410000,3735.230000,53009.673900
2019-01-05T01:40:00Z,btcusd,3735.060000,3735.920000,3735.060000,3735.250000,47163.342466
2019-01-05T01:41:00Z,btcusd,3735.500000,3736.880000,3734.860000,3735.630000,74584.885386
2019-01-05T01:42:00Z,btcusd,3736.170000,3737.460000,3735.600000,3736.710000,138202.458361
2019-01-05T01:43:00Z,btcusd,3736.640000,3738.620000,3736.110000,3738.470000,65464.413093
2019-01-05T01:44:00Z,btcusd,3737.860000,3740,3737.530000,3739.730000,62562.894297
2019-01-05T01:45:00Z,btcusd,3739.270000,3740.110000,3738.510000,3740.090000,37130.877189
2019-01-05T01:46:00Z,btcusd,3740.060000,3742.890000,3739.170000,3741.860000,76889.764985
2019-01-05T01:47:00Z,btcusd,3741.960000,3743.050000,3740.410000,3741.290000,63744.746004
2019-01-05T01:48:00Z,btcusd,3741.510000,3742.290000,3740.430000,3741.310000,94690.345653
2019-01-05T01:49:00Z,btcusd,3741.490000,3742.310000,3741.190000,3741.740000,80757.772684
2019-01-05T01:50:00Z,btcusd,3741.730000,3750,3741.300000,3746.730000,231027.685822
2019-01-05T01:51:00Z,btcusd,3747.050000,3748.870000,3746.080000,3748.870000,116320.241356
2019-01-05T01:52:00Z,btcusd,3748.890000,3752.540000,3748.890000,3749.860000,109531.478403
2019-01-05T01:53:00Z,btcusd,3750.840000,3750.850000,3745.750000,3745.750000,110990.744613
2019-01-05T01:54:00Z,btcusd,3746.350000,3746.630000,3743.970000,3743.970000,143246.071528
2019-01-05T01:55:00Z,btcusd,3744,3747.220000,3743.440000,3745.920000,131594.071147
2019-01-05T01:56:00Z,btcusd,3746.240000,3748.450000,3745.490000,3748.290000,71588.171867
2019-01-05T01:57:00Z,btcusd,3748.180000,3748.580000,3746.470000,3746.600000,99698.043647
2019-01-05T01:58:00Z,btcusd,3746.620000,3746.800000,3745.120000,3745.420000,102439.056147
2019-01-05T01:59:00Z,btcusd,3745.610000,3745.750000,3743.490000,3745.520000,17771.944046
2019-01-05T02:00:00Z,btcusd,3744.830000,3745.530000,3744.170000,3744.510000,92306.348184
2019-01-05T02:01:00Z,btcusd,3744.520000,3745,3744.180000,3744.580000,78237.614704
2019-01-05T02:02:00Z,btcusd,3744.980000,3747.410000,3744.220000,3747.410000,125452.910917
2019-01-05T02:03:00Z,btcusd,3747.410000,3749.980000,3747.390000,3748.020000,150288.959772
2019-01-05T02:04:00Z,btcusd,3748.010000,3748.010000,3744.670000,3745.230000,70151.147530
2019-01-05T02:05:00Z,btcusd,3745.100000,3745.440000,3744.590000,3744.660000,27052.116259
2019-01-05T02:06:00Z,btcusd,3744.640000,3744.980000,3744.630000,3744.970000,36543.043322
2019-01-05T02:07:00Z,btcusd,3744.720000,3744.940000,3742.510000,3743,106341.208778
2019-01-05T02:08:00Z,btcusd,3743,3743.810000,3742.740000,3742.860000,83075.538950
2019-01-05T02:09:00Z,btcusd,3743,3743,3742.060000,3743,16390.269356
2019-01-05T02:10:00Z,btcusd,3742.540000,3743,3742.350000,3742.660000,40755.138639
2019-01-05T02:11:00Z,btcusd,3742.510000,3743,3741.900000,3741.910000,65736.409499
2019-01-05T02:12:00Z,btcusd,3741.920000,3742,3740,3740,103887.959793
2019-01-05T02:13:00Z,btcusd,3740.810000,3740.980000,3736.340000,3736.560000,81607.201558
2019-01-05T02:14:00Z,btcusd,3736.770000,3737,3733.940000,3736.700000,93701.318903
2019-01-05T02:15:00Z,btcusd,3736.330000,3738.840000,3736.330000,3738.840000,23387.108984
2019-01-05T02:16:00Z,btcusd,3738.870000,3741.660000,3738.730000,3741.490000,55620.769518
2019-01-05T02:17:00Z,btcusd,3741.490000,3743,3740.490000,3741.620000,268175.131572
2019-01-05T02:18:00Z,btcusd,3741.620000,3743,3740.900000,3742.660000,109265.989540
2019-01-05T02:19:00Z,btcusd,3742.340000,3745,3742.120000,3743.450000,153387.354497
2019-01-05T02:20:00Z,btcusd,3743.380000,3745.290000,3743.190000,3743.190000,93693.121325
2019-01-05T02:21:00Z,btcusd,3743.560000,3743.870000,3741.170000,3741.370000,115196.346366
2019-01-05T02:22:00Z,btcusd,3741.650000,3741.900000,3740.220000,3740.350000,35941.551513
2019-01-05T02:23:00Z,btcusd,3740.580000,3740.920000,3740.130000,3740.140000,22667.342916
2019-01-05T02:24:00Z,btcusd,3740.140000,3740.960000,3740.140000,3740.950000,85127.110889
2019-01-05T02:25:00Z,btcusd,3740.940000,3740.950000,3739.970000,3740.100000,111409.531990
2019-01-05T02:26:00Z,btcusd,3740.140000,3740.140000,3739.050000,3739.290000,140410.323455
2019-01-05T02:27:00Z,btcusd,3739.350000,3740.020000,3739.230000,3739.760000,64547.962923
2019-01-05T02:28:00Z,btcusd,3739.760000,3742.980000,3739.760000,3742.640000,110107.802885
2019-01-05T02:29:00Z,btcusd,3742.670000,3742.820000,3741.880000,3741.910000,64867.101665
2019-01-05T02:30:00Z,btcusd,3742.060000,3742.290000,3736.620000,3736.800000,118397.082880
2019-01-05T02:31:00Z,btcusd,3737.280000,3740.200000,3737.280000,3739.810000,52633.664490
2019-01-05T02:32:00Z,btcusd,3740.290000,3743.540000,3739.870000,3740.780000,254333.053275
2019-01-05T02:33:00Z,btcusd,3740.770000,3741.410000,3740.200000,3741.050000,69717.727369
2019-01-05T02:34:00Z,btcusd,3741.050000,3741.320000,3740.790000,3740.880000,18409.445346
2019-01-05T02:35:00Z,btcusd,3740.870000,3740.880000,3740.850000,3740.880000,52055.410262
2019-01-05T02:36:00Z,btcusd,3740.880000,3740.880000,3740.870000,3740.870000,18502.229007
2019-01-05T02:37:00Z,btcusd,3740.880000,3740.880000,3740.870000,3740.880000,6073.648231
2019-01-05T02:38:00Z,btcusd,3740.880000,3741.950000,3740.850000,3741.350000,12607.622071
2019-01-05T02:39:00Z,btcusd,3741.340000,3743.880000,3740.100000,3743.110000,134456.085127
2019-01-05T02:40:00Z,btcusd,3742.340000,3743.110000,3741,3741.440000,67217.471834
2019-01-05T02:41:00Z,btcusd,3741.430000,3741.810000,3740.750000,3740.910000,41530.621935
2019-01-05T02:42:00Z,btcusd,3740.790000,3741.210000,3739.220000,3739.750000,6937.831244
2019-01-05T02:43:00Z,btcusd,3739.570000,3739.950000,3738.190000,3739.240000,26012.876221
2019-01-05T02:44:00Z,btcusd,3739.500000,3739.860000,3738.060000,3738.590000,40164.449297
2019-01-05T02:45:00Z,btcusd,3738.610000,3738.720000,3736.960000,3737.090000,37128.509302
2019-01-05T02:46:00Z,btcusd,3737.280000,3738.830000,3737.110000,3738.460000,102873.742687
