timebar_1m,symbol,open_price,high_price,low_price,close_price,volume
2020-02-06T00:00:00Z,XBTUSD,9630.000000,9630.000000,9629.500000,9630.000000,445807,
2020-02-06T00:01:00Z,XBTUSD,9630.000000,9643.000000,9629.500000,9643.000000,5616699,
2020-02-06T00:02:00Z,XBTUSD,9643.000000,9643.000000,9642.500000,9642.500000,1985779,
2020-02-06T00:03:00Z,XBTUSD,9642.500000,9650.000000,9642.500000,9649.500000,6511564,
2020-02-06T00:04:00Z,XBTUSD,9649.500000,9650.000000,9649.000000,9649.500000,1321424,
2020-02-06T00:05:00Z,XBTUSD,9649.500000,9649.500000,9649.000000,9649.500000,365081,
2020-02-06T00:06:00Z,XBTUSD,9649.500000,9649.500000,9632.000000,9634.500000,5050917,
2020-02-06T00:07:00Z,XBTUSD,9634.500000,9643.000000,9634.500000,9637.000000,1735227,
2020-02-06T00:08:00Z,XBTUSD,9637.000000,9637.000000,9629.500000,9629.500000,3834696,
2020-02-06T00:09:00Z,XBTUSD,9629.500000,9629.500000,9625.500000,9626.000000,2915165,
2020-02-06T00:10:00Z,XBTUSD,9626.000000,9628.500000,9626.000000,9626.000000,3086859,
2020-02-06T00:11:00Z,XBTUSD,9626.000000,9626.500000,9602.000000,9602.500000,9448009,
2020-02-06T00:12:00Z,XBTUSD,9602.500000,9611.500000,9591.000000,9597.000000,12268043,
2020-02-06T00:13:00Z,XBTUSD,9597.000000,9600.000000,9590.500000,9593.000000,6744033,
2020-02-06T00:14:00Z,XBTUSD,9593.000000,9603.000000,9593.000000,9602.500000,2892646,
2020-02-06T00:15:00Z,XBTUSD,9602.500000,9606.500000,9602.000000,9606.500000,1751243,
2020-02-06T00:16:00Z,XBTUSD,9606.500000,9608.000000,9603.500000,9604.000000,3267907,
2020-02-06T00:17:00Z,XBTUSD,9604.000000,9604.000000,9602.500000,9602.500000,2293589,
2020-02-06T00:18:00Z,XBTUSD,9602.500000,9603.000000,9598.500000,9598.500000,1630433,
2020-02-06T00:19:00Z,XBTUSD,9598.500000,9598.500000,9595.500000,9595.500000,2700492,
2020-02-06T00:20:00Z,XBTUSD,9595.500000,9595.500000,9573.500000,9579.000000,25439279,
2020-02-06T00:21:00Z,XBTUSD,9579.000000,9585.000000,9574.500000,9581.000000,10501646,
2020-02-06T00:22:00Z,XBTUSD,9581.000000,9583.500000,9573.500000,9576.000000,6808024,
2020-02-06T00:23:00Z,XBTUSD,9576.000000,9576.500000,9556.000000,9571.000000,34044014,
2020-02-06T00:24:00Z,XBTUSD,9571.000000,9571.500000,9563.000000,9563.000000,2387457,
2020-02-06T00:25:00Z,XBTUSD,9563.000000,9563.500000,9530.000000,9558.000000,25610757,
2020-02-06T00:26:00Z,XBTUSD,9558.000000,9570.000000,9551.000000,9561.500000,11898171,
2020-02-06T00:27:00Z,XBTUSD,9561.500000,9567.500000,9561.000000,9564.000000,8256085,
2020-02-06T00:28:00Z,XBTUSD,9564.000000,9583.000000,9563.500000,9583.000000,10552469,
2020-02-06T00:29:00Z,XBTUSD,9583.000000,9583.500000,9575.500000,9575.500000,5200085,
2020-02-06T00:30:00Z,XBTUSD,9575.500000,9580.500000,9575.500000,9580.500000,1777737,
2020-02-06T00:31:00Z,XBTUSD,9580.500000,9583.500000,9580.000000,9583.500000,2459898,
2020-02-06T00:32:00Z,XBTUSD,9583.500000,9583.500000,9583.000000,9583.500000,831678,
2020-02-06T00:33:00Z,XBTUSD,9583.500000,9583.500000,9573.000000,9573.000000,2444649,
2020-02-06T00:34:00Z,XBTUSD,9573.000000,9580.000000,9573.000000,9574.500000,1684542,
2020-02-06T00:35:00Z,XBTUSD,9574.500000,9579.000000,9574.500000,9578.500000,1641826,
2020-02-06T00:36:00Z,XBTUSD,9578.500000,9579.000000,9578.500000,9578.500000,785407,
2020-02-06T00:37:00Z,XBTUSD,9578.500000,9579.000000,9558.000000,9558.000000,6183277,
2020-02-06T00:38:00Z,XBTUSD,9558.000000,9558.500000,9550.500000,9557.000000,4799636,
2020-02-06T00:39:00Z,XBTUSD,9557.000000,9564.000000,9551.000000,9563.500000,3427403,
2020-02-06T00:40:00Z,XBTUSD,9563.500000,9564.000000,9559.500000,9560.000000,2016626,
2020-02-06T00:41:00Z,XBTUSD,9560.000000,9560.000000,9551.000000,9551.000000,2990251,
2020-02-06T00:42:00Z,XBTUSD,9551.000000,9559.000000,9548.000000,9559.000000,4087409,
2020-02-06T00:43:00Z,XBTUSD,9559.000000,9580.000000,9558.500000,9579.500000,4963295,
2020-02-06T00:44:00Z,XBTUSD,9579.500000,9580.000000,9576.000000,9576.000000,1287157,
2020-02-06T00:45:00Z,XBTUSD,9576.000000,9576.500000,9576.000000,9576.000000,636507,
2020-02-06T00:46:00Z,XBTUSD,9576.000000,9583.500000,9576.000000,9583.500000,3532002,
2020-02-06T00:47:00Z,XBTUSD,9583.500000,9583.500000,9582.500000,9583.000000,645867,
2020-02-06T00:48:00Z,XBTUSD,9583.000000,9582.500000,9579.000000,9580.000000,821626,
2020-02-06T00:49:00Z,XBTUSD,9580.000000,9582.000000,9579.500000,9579.500000,1270810,
2020-02-06T00:50:00Z,XBTUSD,9579.500000,9580.000000,9576.500000,9577.000000,1161354,
2020-02-06T00:51:00Z,XBTUSD,9577.000000,9577.000000,9568.000000,9568.000000,1862066,
2020-02-06T00:52:00Z,XBTUSD,9568.000000,9568.500000,9562.500000,9562.500000,1128873,
2020-02-06T00:53:00Z,XBTUSD,9562.500000,9563.000000,9562.000000,9562.000000,940869,
2020-02-06T00:54:00Z,XBTUSD,9562.000000,9562.500000,9550.500000,9550.500000,4216659,
2020-02-06T00:55:00Z,XBTUSD,9550.500000,9555.000000,9550.500000,9554.500000,1619192,
2020-02-06T00:56:00Z,XBTUSD,9554.500000,9554.500000,9540.000000,9546.500000,3819069,
2020-02-06T00:57:00Z,XBTUSD,9546.500000,9548.500000,9540.000000,9545.000000,5046527,
2020-02-06T00:58:00Z,XBTUSD,9545.000000,9551.000000,9544.500000,9551.000000,1810054,
2020-02-06T00:59:00Z,XBTUSD,9551.000000,9558.000000,9551.000000,9558.000000,1425808,
2020-02-06T01:00:00Z,XBTUSD,9558.000000,9559.500000,9557.500000,9559.000000,529398,
2020-02-06T01:01:00Z,XBTUSD,9559.000000,9559.500000,9551.000000,9551.000000,2313593,
2020-02-06T01:02:00Z,XBTUSD,9551.000000,9551.500000,9551.000000,9551.500000,751549,
2020-02-06T01:03:00Z,XBTUSD,9551.500000,9555.000000,9551.000000,9555.000000,1630841,
2020-02-06T01:04:00Z,XBTUSD,9555.000000,9579.500000,9555.000000,9579.000000,8147629,
2020-02-06T01:05:00Z,XBTUSD,9579.000000,9579.500000,9579.000000,9579.000000,1128924,
2020-02-06T01:06:00Z,XBTUSD,9579.000000,9579.500000,9575.000000,9575.000000,1145476,
2020-02-06T01:07:00Z,XBTUSD,9575.000000,9575.500000,9575.000000,9575.000000,749746,
2020-02-06T01:08:00Z,XBTUSD,9575.000000,9575.500000,9575.000000,9575.500000,422084,
2020-02-06T01:09:00Z,XBTUSD,9575.500000,9588.500000,9575.000000,9588.000000,3838631,
2020-02-06T01:10:00Z,XBTUSD,9588.000000,9588.500000,9580.500000,9581.000000,1608383,
2020-02-06T01:11:00Z,XBTUSD,9581.000000,9581.000000,9580.500000,9581.000000,324542,
2020-02-06T01:12:00Z,XBTUSD,9581.000000,9581.000000,9580.500000,9580.500000,299982,
2020-02-06T01:13:00Z,XBTUSD,9580.500000,9581.000000,9580.500000,9581.000000,773739,
2020-02-06T01:14:00Z,XBTUSD,9581.000000,9581.000000,9580.500000,9581.000000,104319,
2020-02-06T01:15:00Z,XBTUSD,9581.000000,9581.000000,9576.500000,9576.500000,1352400,
2020-02-06T01:16:00Z,XBTUSD,9576.500000,9577.000000,9571.500000,9573.000000,1966820,
2020-02-06T01:17:00Z,XBTUSD,9573.000000,9576.500000,9573.000000,9576.500000,1221476,
2020-02-06T01:18:00Z,XBTUSD,9576.500000,9579.500000,9576.000000,9578.000000,1086287,
2020-02-06T01:19:00Z,XBTUSD,9578.000000,9584.000000,9578.000000,9584.000000,1342160,
2020-02-06T01:20:00Z,XBTUSD,9584.000000,9584.000000,9583.500000,9584.000000,388044,
2020-02-06T01:21:00Z,XBTUSD,9584.000000,9588.000000,9583.500000,9588.000000,1218664,
2020-02-06T01:22:00Z,XBTUSD,9588.000000,9593.500000,9587.500000,9593.000000,3176054,
2020-02-06T01:23:00Z,XBTUSD,9593.000000,9600.000000,9593.000000,9600.000000,3449865,
2020-02-06T01:24:00Z,XBTUSD,9600.000000,9603.000000,9599.500000,9603.000000,1778453,
2020-02-06T01:25:00Z,XBTUSD,9603.000000,9603.500000,9597.500000,9600.000000,2023042,
2020-02-06T01:26:00Z,XBTUSD,9600.000000,9603.000000,9599.500000,9602.500000,317373,
2020-02-06T01:27:00Z,XBTUSD,9602.500000,9603.500000,9602.500000,9603.000000,447705,
2020-02-06T01:28:00Z,XBTUSD,9603.000000,9603.500000,9596.500000,9596.500000,1124650,
2020-02-06T01:29:00Z,XBTUSD,9596.500000,9597.000000,9596.500000,9597.000000,826823,
2020-02-06T01:30:00Z,XBTUSD,9597.000000,9597.000000,9596.500000,9596.500000,721124,
2020-02-06T01:31:00Z,XBTUSD,9596.500000,9597.000000,9596.500000,9597.000000,272024,
2020-02-06T01:32:00Z,XBTUSD,9597.000000,9597.000000,9596.500000,9597.000000,796851,
2020-02-06T01:33:00Z,XBTUSD,9597.000000,9596.500000,9591.000000,9591.000000,987810,
2020-02-06T01:34:00Z,XBTUSD,9591.000000,9591.000000,9589.000000,9589.000000,1653715,
2020-02-06T01:35:00Z,XBTUSD,9589.000000,9589.500000,9589.000000,9589.500000,542867,
2020-02-06T01:36:00Z,XBTUSD,9589.500000,9589.500000,9589.000000,9589.500000,278878,
2020-02-06T01:37:00Z,XBTUSD,9589.500000,9597.500000,9589.000000,9597.000000,2442000,
2020-02-06T01:38:00Z,XBTUSD,9597.000000,9597.500000,9597.000000,9597.000000,396769,
2020-02-06T01:39:00Z,XBTUSD,9597.000000,9597.500000,9597.000000,9597.500000,177820,
2020-02-06T01:40:00Z,XBTUSD,9597.500000,9597.500000,9597.000000,9597.500000,656669,
2020-02-06T01:41:00Z,XBTUSD,9597.500000,9597.500000,9597.000000,9597.500000,503568,
2020-02-06T01:42:00Z,XBTUSD,9597.500000,9597.500000,9597.000000,9597.500000,426636,
2020-02-06T01:43:00Z,XBTUSD,9597.500000,9597.500000,9597.000000,9597.000000,134911,
2020-02-06T01:44:00Z,XBTUSD,9597.000000,9597.500000,9597.000000,9597.000000,199937,
2020-02-06T01:45:00Z,XBTUSD,9597.000000,9602.000000,9597.000000,9602.000000,3595429,
2020-02-06T01:46:00Z,XBTUSD,9602.000000,9613.500000,9601.500000,9613.500000,4032512,
2020-02-06T01:47:00Z,XBTUSD,9613.500000,9614.000000,9613.500000,9614.000000,284894,
2020-02-06T01:48:00Z,XBTUSD,9614.000000,9614.000000,9613.500000,9614.000000,603804,
2020-02-06T01:49:00Z,XBTUSD,9614.000000,9619.000000,9613.500000,9618.500000,3296728,
2020-02-06T01:50:00Z,XBTUSD,9618.500000,9624.500000,9618.500000,9624.000000,3235066,
2020-02-06T01:51:00Z,XBTUSD,9624.000000,9624.500000,9609.000000,9609.500000,4923312,
2020-02-06T01:52:00Z,XBTUSD,9609.500000,9613.000000,9609.000000,9613.000000,1189952,
2020-02-06T01:53:00Z,XBTUSD,9613.000000,9624.000000,9613.000000,9624.000000,1657824,
2020-02-06T01:54:00Z,XBTUSD,9624.000000,9624.000000,9623.500000,9623.500000,1202862,
2020-02-06T01:55:00Z,XBTUSD,9623.500000,9624.000000,9621.500000,9622.000000,1318807,
2020-02-06T01:56:00Z,XBTUSD,9622.000000,9622.000000,9613.000000,9613.500000,2774186,
2020-02-06T01:57:00Z,XBTUSD,9613.500000,9619.000000,9613.000000,9619.000000,1589150,
2020-02-06T01:58:00Z,XBTUSD,9619.000000,9620.500000,9618.500000,9620.500000,413545,
2020-02-06T01:59:00Z,XBTUSD,9620.500000,9620.500000,9620.000000,9620.000000,202905,
2020-02-06T02:00:00Z,XBTUSD,9620.000000,9629.500000,9620.000000,9629.500000,3071163,
2020-02-06T02:01:00Z,XBTUSD,9629.500000,9629.500000,9629.000000,9629.000000,795632,
2020-02-06T02:02:00Z,XBTUSD,9629.000000,9629.500000,9626.000000,9626.000000,950513,
2020-02-06T02:03:00Z,XBTUSD,9626.000000,9626.500000,9619.500000,9619.500000,1544880,
2020-02-06T02:04:00Z,XBTUSD,9619.500000,9619.500000,9610.000000,9610.000000,3159774,
2020-02-06T02:05:00Z,XBTUSD,9610.000000,9610.500000,9608.000000,9608.000000,1227733,
2020-02-06T02:06:00Z,XBTUSD,9608.000000,9608.500000,9608.000000,9608.000000,453727,
2020-02-06T02:07:00Z,XBTUSD,9608.000000,9608.500000,9608.000000,9608.500000,450059,
2020-02-06T02:08:00Z,XBTUSD,9608.500000,9622.000000,9608.000000,9619.000000,3060962,
2020-02-06T02:09:00Z,XBTUSD,9619.000000,9619.000000,9618.500000,9619.000000,1583919,
2020-02-06T02:10:00Z,XBTUSD,9619.000000,9619.000000,9616.000000,9616.000000,1823246,
2020-02-06T02:11:00Z,XBTUSD,9616.000000,9616.500000,9616.000000,9616.000000,1126753,
2020-02-06T02:12:00Z,XBTUSD,9616.000000,9616.500000,9616.000000,9616.000000,357103,
2020-02-06T02:13:00Z,XBTUSD,9616.000000,9616.500000,9616.000000,9616.500000,26065,
2020-02-06T02:14:00Z,XBTUSD,9616.500000,9616.500000,9616.000000,9616.000000,129894,
2020-02-06T02:15:00Z,XBTUSD,9616.000000,9616.500000,9616.000000,9616.500000,31794,
2020-02-06T02:16:00Z,XBTUSD,9616.500000,9616.500000,9616.000000,9616.000000,163384,
2020-02-06T02:17:00Z,XBTUSD,9616.000000,9616.500000,9608.000000,9608.000000,2136592,
2020-02-06T02:18:00Z,XBTUSD,9608.000000,9608.500000,9607.000000,9607.000000,616980,
2020-02-06T02:19:00Z,XBTUSD,9607.000000,9607.500000,9606.500000,9606.500000,610442,
2020-02-06T02:20:00Z,XBTUSD,9606.500000,9607.000000,9603.000000,9603.000000,1023673,
2020-02-06T02:21:00Z,XBTUSD,9603.000000,9603.000000,9600.000000,9600.500000,823585,
2020-02-06T02:22:00Z,XBTUSD,9600.500000,9605.500000,9600.000000,9605.500000,1559302,
2020-02-06T02:23:00Z,XBTUSD,9605.500000,9605.500000,9602.500000,9603.000000,1169211,
2020-02-06T02:24:00Z,XBTUSD,9603.000000,9603.000000,9601.000000,9601.000000,742042,
2020-02-06T02:25:00Z,XBTUSD,9601.000000,9601.500000,9598.000000,9598.000000,654981,
2020-02-06T02:26:00Z,XBTUSD,9598.000000,9598.500000,9598.000000,9598.000000,536938,
2020-02-06T02:27:00Z,XBTUSD,9598.000000,9598.500000,9598.000000,9598.500000,299661,
2020-02-06T02:28:00Z,XBTUSD,9598.500000,9598.500000,9597.500000,9597.500000,515363,
2020-02-06T02:29:00Z,XBTUSD,9597.500000,9597.500000,9570.000000,9575.500000,11542673,
2020-02-06T02:30:00Z,XBTUSD,9575.500000,9581.500000,9575.500000,9580.500000,3185469,
2020-02-06T02:31:00Z,XBTUSD,9580.500000,9581.000000,9580.500000,9580.500000,152279,
2020-02-06T02:32:00Z,XBTUSD,9580.500000,9581.000000,9580.500000,9580.500000,158398,
2020-02-06T02:33:00Z,XBTUSD,9580.500000,9581.000000,9566.500000,9576.000000,6770721,
2020-02-06T02:34:00Z,XBTUSD,9576.000000,9576.000000,9575.500000,9575.500000,525898,
2020-02-06T02:35:00Z,XBTUSD,9575.500000,9580.500000,9575.500000,9580.500000,1517371,
2020-02-06T02:36:00Z,XBTUSD,9580.500000,9585.000000,9580.500000,9585.000000,2635495,
2020-02-06T02:37:00Z,XBTUSD,9585.000000,9585.000000,9584.500000,9585.000000,246058,
2020-02-06T02:38:00Z,XBTUSD,9585.000000,9587.500000,9585.000000,9587.000000,291569,
2020-02-06T02:39:00Z,XBTUSD,9587.000000,9587.500000,9587.000000,9587.500000,153484,
