timebar_1m,symbol,open_price,high_price,low_price,close_price,volume
2019-04-06T00:00:00Z,XBTUSD,5039.500000,5040.000000,5039.500000,5040.000000,1155281,
2019-04-06T00:01:00Z,XBTUSD,5040.000000,5041.000000,5034.000000,5034.000000,3014623,
2019-04-06T00:02:00Z,XBTUSD,5034.000000,5034.500000,5024.000000,5029.000000,2592469,
2019-04-06T00:03:00Z,XBTUSD,5029.000000,5029.500000,5026.500000,5027.500000,850694,
2019-04-06T00:04:00Z,XBTUSD,5027.500000,5031.500000,5027.500000,5031.500000,334782,
2019-04-06T00:05:00Z,XBTUSD,5031.500000,5032.000000,5029.000000,5029.000000,341121,
2019-04-06T00:06:00Z,XBTUSD,5029.000000,5033.000000,5017.500000,5018.000000,3685291,
2019-04-06T00:07:00Z,XBTUSD,5018.000000,5024.500000,5016.000000,5022.000000,1883122,
2019-04-06T00:08:00Z,XBTUSD,5022.000000,5022.000000,5017.500000,5017.500000,2495737,
2019-04-06T00:09:00Z,XBTUSD,5017.500000,5018.500000,5017.000000,5018.500000,654936,
2019-04-06T00:10:00Z,XBTUSD,5018.500000,5018.500000,5014.500000,5015.000000,1181830,
2019-04-06T00:11:00Z,XBTUSD,5015.000000,5015.000000,5013.500000,5015.000000,420673,
2019-04-06T00:12:00Z,XBTUSD,5015.000000,5020.500000,5015.000000,5018.000000,2299599,
2019-04-06T00:13:00Z,XBTUSD,5018.000000,5019.000000,5018.000000,5018.500000,365047,
2019-04-06T00:14:00Z,XBTUSD,5018.500000,5019.000000,5018.500000,5019.000000,344320,
2019-04-06T00:15:00Z,XBTUSD,5019.000000,5019.500000,5018.500000,5019.500000,206146,
2019-04-06T00:16:00Z,XBTUSD,5019.500000,5019.500000,5012.000000,5016.500000,972811,
2019-04-06T00:17:00Z,XBTUSD,5016.500000,5016.500000,5004.000000,5004.000000,3491748,
2019-04-06T00:18:00Z,XBTUSD,5004.000000,5017.000000,4990.500000,5017.000000,7176822,
2019-04-06T00:19:00Z,XBTUSD,5017.000000,5017.500000,5014.500000,5015.000000,1074896,
2019-04-06T00:20:00Z,XBTUSD,5015.000000,5017.500000,5009.500000,5012.000000,3777841,
2019-04-06T00:21:00Z,XBTUSD,5012.000000,5018.500000,5012.500000,5013.000000,1419233,
2019-04-06T00:22:00Z,XBTUSD,5013.000000,5013.500000,5009.500000,5010.000000,620326,
2019-04-06T00:23:00Z,XBTUSD,5010.000000,5012.000000,5009.500000,5011.500000,405989,
2019-04-06T00:24:00Z,XBTUSD,5011.500000,5012.000000,5011.500000,5012.000000,398556,
2019-04-06T00:25:00Z,XBTUSD,5012.000000,5015.500000,5011.500000,5015.500000,1516676,
2019-04-06T00:26:00Z,XBTUSD,5015.500000,5015.500000,5015.000000,5015.500000,172257,
2019-04-06T00:27:00Z,XBTUSD,5015.500000,5015.500000,5015.000000,5015.000000,480346,
2019-04-06T00:28:00Z,XBTUSD,5015.000000,5015.000000,5011.500000,5012.000000,667570,
2019-04-06T00:29:00Z,XBTUSD,5012.000000,5014.000000,5006.000000,5006.500000,2470379,
2019-04-06T00:30:00Z,XBTUSD,5006.500000,5008.500000,5006.000000,5008.500000,940614,
2019-04-06T00:31:00Z,XBTUSD,5008.500000,5010.500000,5008.000000,5010.500000,302668,
2019-04-06T00:32:00Z,XBTUSD,5010.500000,5011.000000,5010.000000,5011.000000,153929,
2019-04-06T00:33:00Z,XBTUSD,5011.000000,5012.000000,5011.000000,5011.500000,508536,
2019-04-06T00:34:00Z,XBTUSD,5011.500000,5014.000000,5011.500000,5014.000000,1089193,
2019-04-06T00:35:00Z,XBTUSD,5014.000000,5015.500000,5014.000000,5015.000000,505382,
2019-04-06T00:36:00Z,XBTUSD,5015.000000,5015.500000,5015.000000,5015.500000,64252,
2019-04-06T00:37:00Z,XBTUSD,5015.500000,5015.500000,5015.000000,5015.500000,96382,
2019-04-06T00:38:00Z,XBTUSD,5015.500000,5015.500000,5015.000000,5015.500000,251830,
2019-04-06T00:39:00Z,XBTUSD,5015.500000,5015.500000,5014.000000,5014.000000,904111,
2019-04-06T00:40:00Z,XBTUSD,5014.000000,5014.500000,5011.500000,5014.500000,836836,
2019-04-06T00:41:00Z,XBTUSD,5014.500000,5014.500000,5008.000000,5008.500000,2124615,
2019-04-06T00:42:00Z,XBTUSD,5008.500000,5008.500000,5008.000000,5008.500000,92781,
2019-04-06T00:43:00Z,XBTUSD,5008.500000,5010.500000,5008.000000,5010.000000,616150,
2019-04-06T00:44:00Z,XBTUSD,5010.000000,5011.000000,5010.500000,5010.500000,605730,
2019-04-06T00:45:00Z,XBTUSD,5010.500000,5011.000000,5010.500000,5011.000000,38269,
2019-04-06T00:46:00Z,XBTUSD,5011.000000,5011.000000,5010.500000,5011.000000,378135,
2019-04-06T00:47:00Z,XBTUSD,5011.000000,5011.000000,5010.500000,5011.000000,327628,
2019-04-06T00:48:00Z,XBTUSD,5011.000000,5011.000000,5010.500000,5010.500000,259487,
2019-04-06T00:49:00Z,XBTUSD,5010.500000,5011.000000,5010.500000,5011.000000,51529,
2019-04-06T00:50:00Z,XBTUSD,5011.000000,5011.000000,5010.500000,5011.000000,165387,
2019-04-06T00:51:00Z,XBTUSD,5011.000000,5011.000000,5010.500000,5011.000000,41584,
2019-04-06T00:52:00Z,XBTUSD,5011.000000,5011.000000,5010.500000,5010.500000,160303,
2019-04-06T00:53:00Z,XBTUSD,5010.500000,5011.000000,5010.500000,5010.500000,40397,
2019-04-06T00:54:00Z,XBTUSD,5010.500000,5014.000000,5010.500000,5014.000000,443421,
2019-04-06T00:55:00Z,XBTUSD,5014.000000,5014.500000,5013.500000,5014.000000,170160,
2019-04-06T00:56:00Z,XBTUSD,5014.000000,5014.500000,5011.000000,5011.500000,608764,
2019-04-06T00:57:00Z,XBTUSD,5011.500000,5011.500000,5011.000000,5011.500000,80326,
2019-04-06T00:58:00Z,XBTUSD,5011.500000,5011.500000,5011.000000,5011.000000,222100,
2019-04-06T00:59:00Z,XBTUSD,5011.000000,5011.500000,5010.500000,5010.500000,518185,
2019-04-06T01:00:00Z,XBTUSD,5010.500000,5010.500000,5009.000000,5009.500000,416793,
2019-04-06T01:01:00Z,XBTUSD,5009.500000,5009.500000,5009.000000,5009.500000,151410,
2019-04-06T01:02:00Z,XBTUSD,5009.500000,5009.500000,5007.500000,5008.000000,326694,
2019-04-06T01:03:00Z,XBTUSD,5008.000000,5008.000000,5007.000000,5007.000000,312061,
2019-04-06T01:04:00Z,XBTUSD,5007.000000,5007.500000,5007.000000,5007.500000,70767,
2019-04-06T01:05:00Z,XBTUSD,5007.500000,5007.500000,5007.000000,5007.500000,131000,
2019-04-06T01:06:00Z,XBTUSD,5007.500000,5009.000000,5007.000000,5009.000000,515070,
2019-04-06T01:07:00Z,XBTUSD,5009.000000,5009.000000,5008.500000,5008.500000,113877,
2019-04-06T01:08:00Z,XBTUSD,5008.500000,5012.000000,5008.500000,5011.500000,567010,
2019-04-06T01:09:00Z,XBTUSD,5011.500000,5012.000000,5011.500000,5011.500000,102673,
2019-04-06T01:10:00Z,XBTUSD,5011.500000,5012.000000,5005.000000,5009.000000,1854742,
2019-04-06T01:11:00Z,XBTUSD,5009.000000,5009.000000,5005.500000,5007.500000,668693,
2019-04-06T01:12:00Z,XBTUSD,5007.500000,5008.000000,5007.500000,5007.500000,446868,
2019-04-06T01:13:00Z,XBTUSD,5007.500000,5010.000000,5007.500000,5009.500000,680122,
2019-04-06T01:14:00Z,XBTUSD,5009.500000,5010.000000,5009.500000,5009.500000,246948,
2019-04-06T01:15:00Z,XBTUSD,5009.500000,5010.000000,5009.500000,5010.000000,38558,
2019-04-06T01:16:00Z,XBTUSD,5010.000000,5010.000000,5009.500000,5010.000000,66016,
2019-04-06T01:17:00Z,XBTUSD,5010.000000,5011.000000,5010.000000,5011.000000,304481,
2019-04-06T01:18:00Z,XBTUSD,5011.000000,5013.000000,5010.500000,5012.000000,2259147,
2019-04-06T01:19:00Z,XBTUSD,5012.000000,5012.000000,5011.500000,5012.000000,41790,
2019-04-06T01:20:00Z,XBTUSD,5012.000000,5012.000000,5012.000000,5012.000000,79450,
2019-04-06T01:21:00Z,XBTUSD,5012.000000,5012.000000,5011.500000,5012.000000,118711,
2019-04-06T01:22:00Z,XBTUSD,5012.000000,5012.000000,5011.500000,5012.000000,223888,
2019-04-06T01:23:00Z,XBTUSD,5012.000000,5013.500000,5011.500000,5013.500000,391819,
2019-04-06T01:24:00Z,XBTUSD,5013.500000,5013.500000,5013.000000,5013.500000,127083,
2019-04-06T01:25:00Z,XBTUSD,5013.500000,5013.500000,5011.500000,5011.500000,1080800,
2019-04-06T01:26:00Z,XBTUSD,5011.500000,5012.000000,5008.000000,5008.000000,414339,
