timebar_1m,symbol,open_price,high_price,low_price,close_price,volume
2018-09-24T00:00:00Z,XBTUSD,6703.000000,6703.500000,6703.000000,6703.000000,248206,
2018-09-24T00:01:00Z,XBTUSD,6703.000000,6703.500000,6703.000000,6703.500000,290319,
2018-09-24T00:02:00Z,XBTUSD,6703.500000,6703.500000,6702.500000,6702.500000,839993,
2018-09-24T00:03:00Z,XBTUSD,6702.500000,6703.000000,6699.000000,6699.000000,1691991,
2018-09-24T00:04:00Z,XBTUSD,6699.000000,6699.500000,6686.000000,6688.000000,3546996,
2018-09-24T00:05:00Z,XBTUSD,6688.000000,6694.000000,6688.000000,6694.000000,1046144,
2018-09-24T00:06:00Z,XBTUSD,6694.000000,6698.000000,6693.000000,6697.000000,1853731,
2018-09-24T00:07:00Z,XBTUSD,6697.000000,6698.500000,6697.000000,6697.500000,487305,
2018-09-24T00:08:00Z,XBTUSD,6697.500000,6698.000000,6697.500000,6697.500000,446385,
2018-09-24T00:09:00Z,XBTUSD,6697.500000,6698.000000,6697.500000,6697.500000,292251,
2018-09-24T00:10:00Z,XBTUSD,6697.500000,6698.000000,6697.500000,6697.500000,72275,
2018-09-24T00:11:00Z,XBTUSD,6697.500000,6698.000000,6697.500000,6698.000000,172090,
2018-09-24T00:12:00Z,XBTUSD,6698.000000,6698.000000,6697.500000,6697.500000,29682,
2018-09-24T00:13:00Z,XBTUSD,6697.500000,6698.000000,6697.000000,6697.000000,475318,
2018-09-24T00:14:00Z,XBTUSD,6697.000000,6697.500000,6697.000000,6697.000000,64864,
2018-09-24T00:15:00Z,XBTUSD,6697.000000,6697.500000,6697.000000,6697.000000,193588,
2018-09-24T00:16:00Z,XBTUSD,6697.000000,6697.500000,6695.500000,6695.500000,612952,
2018-09-24T00:17:00Z,XBTUSD,6695.500000,6696.000000,6695.000000,6695.000000,1378065,
2018-09-24T00:18:00Z,XBTUSD,6695.000000,6695.500000,6693.000000,6693.000000,1213356,
2018-09-24T00:19:00Z,XBTUSD,6693.000000,6693.500000,6693.000000,6693.000000,106687,
2018-09-24T00:20:00Z,XBTUSD,6693.000000,6693.500000,6693.000000,6693.500000,206377,
2018-09-24T00:21:00Z,XBTUSD,6693.500000,6693.500000,6693.000000,6693.000000,192083,
2018-09-24T00:22:00Z,XBTUSD,6693.000000,6693.500000,6693.000000,6693.000000,43203,
2018-09-24T00:23:00Z,XBTUSD,6693.000000,6693.500000,6693.000000,6693.000000,110444,
2018-09-24T00:24:00Z,XBTUSD,6693.000000,6693.500000,6693.000000,6693.500000,112795,
2018-09-24T00:25:00Z,XBTUSD,6693.500000,6695.000000,6693.000000,6695.000000,2203701,
2018-09-24T00:26:00Z,XBTUSD,6695.000000,6695.000000,6694.500000,6695.000000,1027505,
2018-09-24T00:27:00Z,XBTUSD,6695.000000,6697.500000,6694.500000,6697.500000,877368,
2018-09-24T00:28:00Z,XBTUSD,6697.500000,6697.500000,6697.000000,6697.500000,95684,
2018-09-24T00:29:00Z,XBTUSD,6697.500000,6697.500000,6697.000000,6697.000000,437766,
2018-09-24T00:30:00Z,XBTUSD,6697.000000,6697.500000,6697.000000,6697.500000,185264,
2018-09-24T00:31:00Z,XBTUSD,6697.500000,6697.500000,6697.000000,6697.000000,57157,
2018-09-24T00:32:00Z,XBTUSD,6697.000000,6697.500000,6697.000000,6697.500000,27472,
2018-09-24T00:33:00Z,XBTUSD,6697.500000,6697.500000,6697.000000,6697.000000,61302,
2018-09-24T00:34:00Z,XBTUSD,6697.000000,6697.500000,6697.000000,6697.000000,157064,
2018-09-24T00:35:00Z,XBTUSD,6697.000000,6697.500000,6696.500000,6696.500000,281445,
2018-09-24T00:36:00Z,XBTUSD,6696.500000,6697.000000,6696.500000,6696.500000,38045,
2018-09-24T00:37:00Z,XBTUSD,6696.500000,6697.000000,6696.500000,6697.000000,15311,
2018-09-24T00:38:00Z,XBTUSD,6697.000000,6697.000000,6694.500000,6694.500000,250791,
2018-09-24T00:39:00Z,XBTUSD,6694.500000,6694.500000,6689.000000,6689.000000,880413,
2018-09-24T00:40:00Z,XBTUSD,6689.000000,6690.500000,6689.000000,6690.500000,1030444,
2018-09-24T00:41:00Z,XBTUSD,6690.500000,6692.000000,6690.000000,6692.000000,377273,
