timebar_1m,symbol,open_price,high_price,low_price,close_price,volume
2020-07-10T00:00:00Z,XBTUSD,9235.500000,9236.000000,9235.500000,9235.500000,700724,
2020-07-10T00:01:00Z,XBTUSD,9235.500000,9236.000000,9233.500000,9234.000000,1106287,
2020-07-10T00:02:00Z,XBTUSD,9234.000000,9234.000000,9233.500000,9233.500000,233761,
2020-07-10T00:03:00Z,XBTUSD,9233.500000,9233.500000,9223.500000,9223.500000,898936,
2020-07-10T00:04:00Z,XBTUSD,9223.500000,9224.000000,9222.000000,9222.500000,454578,
2020-07-10T00:05:00Z,XBTUSD,9222.500000,9222.500000,9219.500000,9220.000000,1232649,
2020-07-10T00:06:00Z,XBTUSD,9220.000000,9220.000000,9219.500000,9219.500000,157367,
2020-07-10T00:07:00Z,XBTUSD,9219.500000,9220.000000,9218.000000,9218.000000,410379,
2020-07-10T00:08:00Z,XBTUSD,9218.000000,9218.500000,9213.000000,9213.000000,646972,
2020-07-10T00:09:00Z,XBTUSD,9213.000000,9213.500000,9211.000000,9211.500000,1355448,
2020-07-10T00:10:00Z,XBTUSD,9211.500000,9212.000000,9211.500000,9212.000000,241776,
2020-07-10T00:11:00Z,XBTUSD,9212.000000,9212.000000,9211.500000,9211.500000,689330,
2020-07-10T00:12:00Z,XBTUSD,9211.500000,9212.000000,9211.500000,9212.000000,45006,
2020-07-10T00:13:00Z,XBTUSD,9212.000000,9212.000000,9211.500000,9212.000000,380943,
2020-07-10T00:14:00Z,XBTUSD,9212.000000,9218.500000,9211.500000,9218.000000,1046135,
2020-07-10T00:15:00Z,XBTUSD,9218.000000,9220.500000,9218.000000,9220.000000,204025,
2020-07-10T00:16:00Z,XBTUSD,9220.000000,9220.500000,9220.000000,9220.000000,40829,
2020-07-10T00:17:00Z,XBTUSD,9220.000000,9220.500000,9220.000000,9220.000000,355941,
2020-07-10T00:18:00Z,XBTUSD,9220.000000,9221.000000,9220.000000,9220.500000,273744,
2020-07-10T00:19:00Z,XBTUSD,9220.500000,9221.000000,9220.500000,9220.500000,73404,
2020-07-10T00:20:00Z,XBTUSD,9220.500000,9221.000000,9220.500000,9220.500000,9754,
2020-07-10T00:21:00Z,XBTUSD,9220.500000,9221.000000,9220.500000,9220.500000,53337,
2020-07-10T00:22:00Z,XBTUSD,9220.500000,9221.000000,9220.500000,9220.500000,204383,
